No errors
No warnings
345 ms
data source=metars
4824 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KXMR 050556Z AUTO 18004KT 10SM BKN220 24/22 A3003 RMK AO2 SLP172 T02400224 10253 20239 58008 $,KXMR,2021-08-05T05:56:00Z,28.47,-80.57,24.0,22.4,180,4,,10.0,30.029528,1017.2,,TRUE,TRUE,TRUE,,,,,,BKN,22000,,,,,,,VFR,-0.8,25.3,23.9,,,,,,,,,METAR,5.0
KWWD 050556Z AUTO 02005KT 10SM OVC023 18/17 A3009 RMK AO2 SLP190 T01830172 10206 20178 58002 $,KWWD,2021-08-05T05:56:00Z,39.02,-74.92,18.3,17.2,20,5,,10.0,30.088583,1019.0,,TRUE,TRUE,TRUE,,,,,,OVC,2300,,,,,,,MVFR,-0.2,20.6,17.8,,,,,,,,,METAR,4.0
KWVL 050556Z AUTO 00000KT 10SM OVC120 18/17 A3019 RMK AO2 RAB29E40 SLP249 P0000 60000 T01780167 10200 20172 58004,KWVL,2021-08-05T05:56:00Z,44.52,-69.67,17.8,16.7,0,0,,10.0,30.188976,1024.9,,TRUE,TRUE,,,,,,,OVC,12000,,,,,,,VFR,-0.4,20.0,17.2,,,0.005,,0.005,,,,METAR,87.0
KWRI 050556Z AUTO 00000KT 10SM CLR 16/15 A3009 RMK AO2 SLP189 T01640149 10203 20164 55006,KWRI,2021-08-05T05:56:00Z,40.02,-74.58,16.4,14.9,0,0,,10.0,30.088583,1018.9,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,-0.6,20.3,16.4,,,,,,,,,METAR,35.0
KWRB 050556Z 08004KT 10SM FEW040 22/22 A3004 RMK AO2A SLP172 T02160216 10270 20215 51003,KWRB,2021-08-05T05:56:00Z,32.63,-83.58,21.6,21.6,80,4,,10.0,30.041338,1017.2,,,TRUE,,,,,,,FEW,4000,,,,,,,VFR,0.3,27.0,21.5,,,,,,,,,SPECI,82.0
KWMC 050556Z AUTO 13007KT 10SM CLR 20/02 A3000 RMK AO2 SLP102 T02000017 10383 20200 50003,KWMC,2021-08-05T05:56:00Z,40.9,-117.8,20.0,1.7,130,7,,10.0,30.0,1010.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.3,38.3,20.0,,,,,,,,,METAR,1311.0
KWJF 050556Z AUTO 26010KT 10SM CLR 30/05 A2995 RMK AO2 SLP110 T03000050 10411 20300 50013,KWJF,2021-08-05T05:56:00Z,34.73,-118.22,30.0,5.0,260,10,,10.0,29.949802,1011.0,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,1.3,41.1,30.0,,,,,,,,,METAR,712.0
KVPZ 050556Z AUTO 00000KT 10SM CLR 17/15 A3013 RMK AO2 SLP199 T01670150 10261 20161 402890122 57002 $,KVPZ,2021-08-05T05:56:00Z,41.45,-87.0,16.7,15.0,0,0,,10.0,30.129921,1019.9,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,-0.2,26.1,16.1,28.9,12.2,,,,,,,SPECI,235.0
KVPS 050556Z AUTO 02003KT 10SM SCT100 24/23 A2997 RMK AO2 SLP155 60007 T02400231 10264 20240 402950232 50002 $,KVPS,2021-08-05T05:56:00Z,30.47,-86.52,24.0,23.1,20,3,,10.0,29.970472,1015.5,,TRUE,TRUE,TRUE,,,,,,SCT,10000,,,,,,,VFR,0.2,26.4,24.0,29.5,23.2,,,,,,,SPECI,21.0
KVOK 050556Z AUTO 00000KT 9SM CLR 15/14 A3008 RMK AO2 SLP186 T01490139 10256 20147 402790105 58002,KVOK,2021-08-05T05:56:00Z,43.93,-90.27,14.9,13.9,0,0,,9.0,30.079725,1018.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,-0.2,25.6,14.7,27.9,10.5,,,,,,,METAR,278.0
KVIS 050556Z AUTO 31010KT 10SM CLR 28/12 A2986 RMK AO2 SLP113 T02780122 10400 20278 51018,KVIS,2021-08-05T05:56:00Z,36.32,-119.4,27.8,12.2,310,10,,10.0,29.861221,1011.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,1.8,40.0,27.8,,,,,,,,,METAR,92.0
KVBT 050556Z AUTO 14004KT 10SM CLR 21/19 A3014 RMK AO2 SLP196 6//// T02110194 10267 20211 402890189 TSNO,KVBT,2021-08-05T05:56:00Z,36.35,-94.22,21.1,19.4,140,4,,10.0,30.138779,1019.6,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,26.7,21.1,28.9,18.9,,,,,,,SPECI,390.0
KVAD 050556Z AUTO 09006KT 10SM BKN090 23/21 A3000 RMK AO2 SLP159 T02340213 10271 20234 58004 $,KVAD,2021-08-05T05:56:00Z,30.97,-83.2,23.4,21.3,90,6,,10.0,30.0,1015.9,,TRUE,TRUE,TRUE,,,,,,BKN,9000,,,,,,,VFR,-0.4,27.1,23.4,,,,,,,,,SPECI,70.0
KUKI 050556Z AUTO 00000KT 10SM CLR 21/07 A2993 RMK AO2 SLP128 T02060067 10361 20200 51016,KUKI,2021-08-05T05:56:00Z,39.12,-123.2,20.6,6.7,0,0,,10.0,29.929134,1012.8,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,1.6,36.1,20.0,,,,,,,,,METAR,183.0
KUDG 050556Z AUTO 05006KT 10SM BKN021 OVC060 21/19 A3009 RMK AO2 SLP189 T02110194 10233 20211 51002 $,KUDG,2021-08-05T05:56:00Z,34.45,-79.88,21.1,19.4,50,6,,10.0,30.088583,1018.9,,TRUE,TRUE,TRUE,,,,,,BKN,2100,OVC,6000,,,,,MVFR,0.2,23.3,21.1,,,,,,,,,SPECI,57.0
KUCP 050556Z AUTO 00000KT 10SM CLR 15/14 A3014 RMK AO2 SLP215 T01500139 10244 20150 50002,KUCP,2021-08-05T05:56:00Z,41.03,-80.42,15.0,13.9,0,0,,10.0,30.138779,1021.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.2,24.4,15.0,,,,,,,,,SPECI,313.0
KTVF 050556Z AUTO 19006KT 10SM FEW070 19/16 A2988 RMK AO2 LTG DSNT W SLP115 T01940161 10239 20189 56008,KTVF,2021-08-05T05:56:00Z,48.07,-96.17,19.4,16.1,190,6,,10.0,29.878937,1011.5,,TRUE,TRUE,,,,,,,FEW,7000,,,,,,,VFR,-0.8,23.9,18.9,,,,,,,,,METAR,339.0
KTTS 050556Z AUTO 21005KT 4SM BR OVC230 24/22 A3002 RMK AO2 SLP170 T02420222 10248 20242 58007 RVRNO $,KTTS,2021-08-05T05:56:00Z,28.58,-80.67,24.2,22.2,210,5,,4.0,30.02067,1017.0,,TRUE,TRUE,TRUE,,,,,BR,OVC,23000,,,,,,,MVFR,-0.7,24.8,24.2,,,,,,,,,METAR,1.0
KTPH 050556Z AUTO 04005KT 10SM CLR 23/M04 A3014 RMK AO2 SLP111 T02281039 10361 20228 50007,KTPH,2021-08-05T05:56:00Z,38.05,-117.08,22.8,-3.9,40,5,,10.0,30.138779,1011.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.7,36.1,22.8,,,,,,,,,METAR,1647.0
KTIK 050556Z AUTO 00000KT 10SM CLR 21/16 A3008 RMK AO2 SLP180 T02140163 10296 20210 403130178 50002,KTIK,2021-08-05T05:56:00Z,35.4,-97.38,21.4,16.3,0,0,,10.0,30.079725,1018.0,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.2,29.6,21.0,31.3,17.8,,,,,,,SPECI,387.0
KTDR 050556Z AUTO 05006KT 10SM M 25/24 A2995 RMK AO2 SLP146 60014 T02480236 10252 20236 403030236 50000 FZRANO $,KTDR,2021-08-05T05:56:00Z,30.05,-85.52,24.8,23.6,50,6,,10.0,29.949802,1014.6,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,,,,0.0,25.2,23.6,30.3,23.6,,,0.14,,,,METAR,4.0
KTBN 050556Z AUTO 15006KT 10SM CLR 17/13 A3013 RMK AO2 SLP197 T01730134 10254 20173 402780135 50002 $,KTBN,2021-08-05T05:56:00Z,37.73,-92.13,17.3,13.4,150,6,,10.0,30.129921,1019.7,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,0.2,25.4,17.3,27.8,13.5,,,,,,,SPECI,349.0
KSZL 050556Z 16004KT 10SM CLR 19/15 A3006 RMK AO2A SLP176 T01860151 10259 20182 402840154 50000 $,KSZL,2021-08-05T05:56:00Z,38.73,-93.53,18.6,15.1,160,4,,10.0,30.059055,1017.6,,,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,0.0,25.9,18.2,28.4,15.4,,,,,,,SPECI,259.0
KSXT 050556Z AUTO 34008KT 10SM CLR 20/11 A3004 RMK AO2 SLP115 T02000106 10272 20200 58001,KSXT,2021-08-05T05:56:00Z,42.6,-123.37,20.0,10.6,340,8,,10.0,30.041338,1011.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,-0.1,27.2,20.0,,,,,,,,,METAR,1151.0
KSVN 050556Z AUTO 04003KT 10SM SCT022 BKN160 OVC180 23/20 A3002 RMK AO2 SLP169 60000 T02330204 10255 20233 58001 $,KSVN,2021-08-05T05:56:00Z,32.02,-81.12,23.3,20.4,40,3,,10.0,30.02067,1016.9,,TRUE,TRUE,TRUE,,,,,,SCT,2200,BKN,16000,OVC,18000,,,VFR,-0.1,25.5,23.3,,,,,,,,,SPECI,13.0
KSUE 050556Z AUTO 20006KT 9SM CLR 20/17 A3008 RMK AO2 SLP179 6//// T02000167 10239 20200 402780172 58001 PNO $,KSUE,2021-08-05T05:56:00Z,44.85,-87.42,20.0,16.7,200,6,,9.0,30.079725,1017.9,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,-0.1,23.9,20.0,27.8,17.2,,,,,,,SPECI,215.0
KSRC 050556Z AUTO 00000KT 10SM CLR 18/17 A3010 RMK AO2 SLP191 T01780172 10278 20178 403000178 50001,KSRC,2021-08-05T05:56:00Z,35.22,-91.73,17.8,17.2,0,0,,10.0,30.100393,1019.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.1,27.8,17.8,30.0,17.8,,,,,,,SPECI,80.0
KSQI 050556Z 10003KT 9SM CLR 16/16 A3012 RMK AO2 SLP064 T01610161 10256 20156 402830122 50000,KSQI,2021-08-05T05:56:00Z,41.75,-89.67,16.1,16.1,100,3,,9.0,30.121063,1006.4,,,TRUE,,,,,,,CLR,,,,,,,,VFR,0.0,25.6,15.6,28.3,12.2,,,,,,,METAR,196.0
KSPD 050556Z AUTO 22007KT 15/13 A3022 RMK AO1 SLP180 60001 T01500128 10178 20144 50001,KSPD,2021-08-05T05:56:00Z,37.28,-102.62,15.0,12.8,220,7,,,30.221457,1018.0,,TRUE,TRUE,,,,,,,,,,,,,,,,0.1,17.8,14.4,,,,,,,,,SPECI,1340.0
KSOP 050556Z AUTO 00000KT 10SM FEW041 SCT050 OVC060 21/18 A3011 RMK AO2 SLP197 T02110183 10239 20211 50003,KSOP,2021-08-05T05:56:00Z,35.23,-79.4,21.1,18.3,0,0,,10.0,30.109253,1019.7,,TRUE,TRUE,,,,,,,FEW,4100,SCT,5000,OVC,6000,,,VFR,0.3,23.9,21.1,,,,,,,,,SPECI,135.0
KSMP 050556Z AUTO 22004KT 10SM CLR 18/11 A3009 RMK AO2 SLP155 T01780106 10267 20178 58002,KSMP,2021-08-05T05:56:00Z,47.28,-121.33,17.8,10.6,220,4,,10.0,30.088583,1015.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,-0.2,26.7,17.8,,,,,,,,,SPECI,1206.0
KSMN 050556Z AUTO 00000KT 10SM CLR 21/13 A3004 RMK AO2 SLP137 T02060128 10317 20189 50009,KSMN,2021-08-05T05:56:00Z,45.12,-113.87,20.6,12.8,0,0,,10.0,30.041338,1013.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.9,31.7,18.9,,,,,,,,,METAR,1228.0
KSLG 050556Z AUTO 13003KT 10SM CLR 21/19 A3012 RMK AO2 SLP189 T02110194 10267 20211 402940178 50005 TSNO,KSLG,2021-08-05T05:56:00Z,36.2,-94.48,21.1,19.4,130,3,,10.0,30.121063,1018.9,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,0.5,26.7,21.1,29.4,17.8,,,,,,,SPECI,361.0
KSLE 050556Z AUTO 33005KT 10SM CLR 26/13 A2988 RMK AO2 SLP115 T02560133 10361 20256 51013,KSLE,2021-08-05T05:56:00Z,44.9,-123.0,25.6,13.3,330,5,,10.0,29.878937,1011.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,1.3,36.1,25.6,,,,,,,,,METAR,63.0
KSKX 050556Z AUTO 11003KT 10SM CLR 16/08 A3042 RMK AO2 SLP231 T01560078 10250 20150 51021,KSKX,2021-08-05T05:56:00Z,36.45,-105.67,15.6,7.8,110,3,,10.0,30.41929,1023.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,2.1,25.0,15.0,,,,,,,,,METAR,2163.0
KSKF 050556Z AUTO 08005KT 10SM FEW070 27/23 A3003 RMK AO2 SLP161 T02650233 10298 20263 403260234 50009 $,KSKF,2021-08-05T05:56:00Z,29.38,-98.57,26.5,23.3,80,5,,10.0,30.029528,1016.1,,TRUE,TRUE,TRUE,,,,,,FEW,7000,,,,,,,VFR,0.9,29.8,26.3,32.6,23.4,,,,,,,SPECI,214.0
KSHV 050556Z 00000KT 10SM CLR 23/19 A3006 RMK AO2 SLP177 T02330189 10300 20228 403280222 51005,KSHV,2021-08-05T05:56:00Z,32.45,-93.83,23.3,18.9,0,0,,10.0,30.059055,1017.7,,,TRUE,,,,,,,CLR,,,,,,,,VFR,0.5,30.0,22.8,32.8,22.2,,,,,,,METAR,70.0
KSGU 050556Z AUTO 00000KT 10SM CLR 32/07 A2994 RMK AO2 SLP091 6//// T03220067 10417 20317 51015 PNO $,KSGU,2021-08-05T05:56:00Z,37.03,-113.52,32.2,6.7,0,0,,10.0,29.940945,1009.1,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,1.5,41.7,31.7,,,,,,,,,METAR,877.0
KSGT 050556Z AUTO 01004KT 10SM CLR 21/18 A3009 RMK AO2 SLP188 T02110183 10272 20206 402940183 50001,KSGT,2021-08-05T05:56:00Z,34.6,-91.57,21.1,18.3,10,4,,10.0,30.088583,1018.8,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.1,27.2,20.6,29.4,18.3,,,,,,,SPECI,67.0
KSGH 050556Z AUTO 05005KT 10SM CLR 18/14 A3013 RMK AO2 SLP198 T01780139 10239 20172 58000 $,KSGH,2021-08-05T05:56:00Z,39.83,-83.83,17.8,13.9,50,5,,10.0,30.129921,1019.8,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,0.0,23.9,17.2,,,,,,,,,METAR,318.0
KSFZ 050556Z AUTO 02009KT 10SM -RA OVC004 17/17 A3012 RMK AO2 SLP203 6//// T01670167 10172 20167 58016 PNO $,KSFZ,2021-08-05T05:56:00Z,41.92,-71.5,16.7,16.7,20,9,,10.0,30.121063,1020.3,,TRUE,TRUE,TRUE,,,,,-RA,OVC,400,,,,,,,LIFR,-1.6,17.2,16.7,,,,,,,,,METAR,129.0
KSFO 050556Z 30005KT 10SM FEW004 BKN011 16/13 A2998 RMK AO2 SLP153 T01560128 10189 20156 51009 $,KSFO,2021-08-05T05:56:00Z,37.62,-122.37,15.6,12.8,300,5,,10.0,29.97933,1015.3,,,TRUE,TRUE,,,,,,FEW,400,BKN,1100,,,,,MVFR,0.9,18.9,15.6,,,,,,,,,METAR,2.0
KSFM 050556Z AUTO 02006KT 10SM -RA BKN010 BKN055 OVC110 17/17 A3017 RMK AO2 CIG 007V018 SLP218 P0000 60000 T01720167 10194 20172 58019,KSFM,2021-08-05T05:56:00Z,43.38,-70.72,17.2,16.7,20,6,,10.0,30.171259,1021.8,,TRUE,TRUE,,,,,,-RA,BKN,1000,BKN,5500,OVC,11000,,,MVFR,-1.9,19.4,17.2,,,0.005,,0.005,,,,METAR,70.0
KSDY 050556Z AUTO 31007KT 10SM CLR 21/11 A2997 RMK AO2 SLP136 60000 T02060106 10317 20200 50008,KSDY,2021-08-05T05:56:00Z,47.7,-104.2,20.6,10.6,310,7,,10.0,29.970472,1013.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.8,31.7,20.0,,,,,0.005,,,,METAR,600.0
KSDF 050556Z 00000KT 10SM FEW050 23/15 A3009 RMK AO2 SLP183 T02280150 10272 20228 58000,KSDF,2021-08-05T05:56:00Z,38.18,-85.73,22.8,15.0,0,0,,10.0,30.088583,1018.3,,,TRUE,,,,,,,FEW,5000,,,,,,,VFR,0.0,27.2,22.8,,,,,,,,,METAR,146.0
KSBP 050556Z AUTO 30009KT 10SM OVC007 15/13 A2996 RMK AO2 SLP144 T01500128 10217 20144 50007,KSBP,2021-08-05T05:56:00Z,35.23,-120.63,15.0,12.8,300,9,,10.0,29.958662,1014.4,,TRUE,TRUE,,,,,,,OVC,700,,,,,,,IFR,0.7,21.7,14.4,,,,,,,,,METAR,52.0
KRYM 050556Z AUTO 20006KT 10SM BKN041 OVC075 21/15 A2997 RMK AO2 SLP146 T02130151 10238 20208 402710140 57008 $,KRYM,2021-08-05T05:56:00Z,46.08,-94.37,21.3,15.1,200,6,,10.0,29.970472,1014.6,,TRUE,TRUE,TRUE,,,,,,BKN,4100,OVC,7500,,,,,VFR,-0.8,23.8,20.8,27.1,14.0,,,,,,,METAR,344.0
KRUT 050556Z AUTO 13006KT 10SM OVC100 17/15 A3017 RMK AO2 SLP208 T01670150 10217 20161 56005 $,KRUT,2021-08-05T05:56:00Z,43.53,-72.95,16.7,15.0,130,6,,10.0,30.171259,1020.8,,TRUE,TRUE,TRUE,,,,,,OVC,10000,,,,,,,VFR,-0.5,21.7,16.1,,,,,,,,,SPECI,238.0
KRND 050556Z AUTO 00000KT 10SM FEW095 26/23 A3003 RMK AO2 SLP160 T02570228 10289 20257 403260230 50010,KRND,2021-08-05T05:56:00Z,29.53,-98.27,25.7,22.8,0,0,,10.0,30.029528,1016.0,,TRUE,TRUE,,,,,,,FEW,9500,,,,,,,VFR,1.0,28.9,25.7,32.6,23.0,,,,,,,METAR,224.0
KRKD 050556Z AUTO 10004KT 10SM OVC070 17/16 A3021 RMK AO2 SLP232 60000 T01670161 10183 20167 58007,KRKD,2021-08-05T05:56:00Z,44.07,-69.1,16.7,16.1,100,4,,10.0,30.209646,1023.2,,TRUE,TRUE,,,,,,,OVC,7000,,,,,,,VFR,-0.7,18.3,16.7,,,,,0.005,,,,METAR,15.0
KRDR 050556Z AUTO 21006KT 10SM SCT055 BKN085 21/20 A2983 RMK AO2 LTG DSNT E SLP102 T02110202 10249 20209 402840208 55007 $,KRDR,2021-08-05T05:56:00Z,47.93,-97.4,21.1,20.2,210,6,,10.0,29.828741,1010.2,,TRUE,TRUE,TRUE,,,,,,SCT,5500,BKN,8500,,,,,VFR,-0.7,24.9,20.9,28.4,20.8,,,,,,,SPECI,276.0
KRDM 050556Z AUTO 32010KT 10SM CLR 27/07 A2997 RMK AO2 SLP113 T02670072 10361 20267 51011,KRDM,2021-08-05T05:56:00Z,44.25,-121.15,26.7,7.2,320,10,,10.0,29.970472,1011.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,1.1,36.1,26.7,,,,,,,,,METAR,930.0
KRCA 050556Z AUTO 23007KT 10SM CLR 21/09 A3005 RMK AO2 SLP151 T02070093 10316 20193 58010 PNO $,KRCA,2021-08-05T05:56:00Z,44.15,-103.12,20.7,9.3,230,7,,10.0,30.050198,1015.1,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,-1.0,31.6,19.3,,,,,,,,,METAR,993.0
KQRH 050556Z AUTO 26014G24KT 220V340 9999 BKN085 33/19 A2980 RMK AO2 SLP094 WND DATA ESTMD T03290189 10343 20314,KQRH,2021-08-05T05:56:00Z,,,32.9,18.9,260,14,24,6.21,29.799213,1009.4,,TRUE,TRUE,,,,,,,BKN,8500,,,,,,,VFR,,34.3,31.4,,,,,,,,,METAR,
KQN3 050556Z 00000KT 9999 BKN160 BKN200 25/22 A2998 RMK AO2A SLP142 WND DATA ESTMD T02500217 10283 20245,KQN3,2021-08-05T05:56:00Z,,,25.0,21.7,0,0,,6.21,29.97933,1014.2,,,TRUE,,,,,,,BKN,16000,BKN,20000,,,,,VFR,,28.3,24.5,,,,,,,,,METAR,
KQHY 050556Z AUTO 03003KT 10SM BKN100 24/24 A2998 RMK AO2 SLP159 60010 T02420238 10274 20242 402970241 50003,KQHY,2021-08-05T05:56:00Z,,,24.2,23.8,30,3,,10.0,29.97933,1015.9,,TRUE,TRUE,,,,,,,BKN,10000,,,,,,,VFR,0.3,27.4,24.2,29.7,24.1,,,0.1,,,,METAR,
KQDG 050556Z AUTO 18005KT 9999 FEW055 31/24 A2971 RMK AO2 SLP062 T03120240 10331 20302 57006 PNO $,KQDG,2021-08-05T05:56:00Z,,,31.2,24.0,180,5,,6.21,29.71063,1006.2,,TRUE,TRUE,TRUE,,,,,,FEW,5500,,,,,,,VFR,-0.6,33.1,30.2,,,,,,,,,METAR,
KQD3 050556Z AUTO 25016G27KT 210V290 9999 FEW090 33/19 A2984 RMK AO2 SLP089 WND DATA ESTMD T03250187 10331 20306,KQD3,2021-08-05T05:56:00Z,,,32.5,18.7,250,16,27,6.21,29.840551,1008.9,,TRUE,TRUE,,,,,,,FEW,9000,,,,,,,VFR,,33.1,30.6,,,,,,,,,METAR,
KQBL 050556Z AUTO 00000KT 9SM SCT100 BKN130 24/24 A3001 RMK AO2 SLP168 WND DATA ESTMD 60002 T02390239 10254 20239 403010237 50002,KQBL,2021-08-05T05:56:00Z,,,23.9,23.9,0,0,,9.0,30.008858,1016.8,,TRUE,TRUE,,,,,,,SCT,10000,BKN,13000,,,,,VFR,0.2,25.4,23.9,30.1,23.7,,,0.02,,,,METAR,
KQAZ 050556Z AUTO 00000KT 9999 FEW150 25/22 A3002 RMK AO2 SLPNO WND DATA ESTMD T02490224 10261 20247,KQAZ,2021-08-05T05:56:00Z,,,24.9,22.4,0,0,,6.21,30.02067,,,TRUE,TRUE,,,,,,,FEW,15000,,,,,,,VFR,,26.1,24.7,,,,,,,,,METAR,
KQAJ 050556Z 27008KT 9999 CLR 43/04 A2956 RMK AO2A SLPNO WND DATA ESTMD T04310035 10431 20331,KQAJ,2021-08-05T05:56:00Z,,,43.1,3.5,270,8,,6.21,29.56004,,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,43.1,33.1,,,,,,,,,METAR,
KPWT 050556Z AUTO 00000KT 10SM CLR 19/14 A2994 RMK AO2 SLP140 T01890144 10311 20189 50005,KPWT,2021-08-05T05:56:00Z,47.5,-122.77,18.9,14.4,0,0,,10.0,29.940945,1014.0,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.5,31.1,18.9,,,,,,,,,METAR,143.0
KPWG 050556Z AUTO 00000KT 10SM CLR 23/21 A3007 RMK AO2 SLP176 T02330206 10311 20233 403280194 51008,KPWG,2021-08-05T05:56:00Z,31.48,-97.32,23.3,20.6,0,0,,10.0,30.070866,1017.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.8,31.1,23.3,32.8,19.4,,,,,,,METAR,178.0
KPVU 050556Z AUTO 18003KT 10SM CLR 21/14 A3015 RMK AO2 SLP152 T02110144 10317 20211 50004,KPVU,2021-08-05T05:56:00Z,40.22,-111.72,21.1,14.4,180,3,,10.0,30.15059,1015.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.4,31.7,21.1,,,,,,,,,METAR,1370.0
KPVG 050556Z AUTO 00000KT 10SM BKN014 OVC019 21/20 A3005 RMK AO2 SLP177 6//// T02060200 10206 20200 58003 PNO $,KPVG,2021-08-05T05:56:00Z,36.78,-76.45,20.6,20.0,0,0,,10.0,30.050198,1017.7,,TRUE,TRUE,TRUE,,,,,,BKN,1400,OVC,1900,,,,,MVFR,-0.3,20.6,20.0,,,,,,,,,SPECI,7.0
KPVC 050556Z AUTO 12008KT 10SM OVC004 20/19 A3008 RMK AO2 RAE03 SLP184 P0000 60019 T02000194 10200 20172 58027,KPVC,2021-08-05T05:56:00Z,42.07,-70.22,20.0,19.4,120,8,,10.0,30.079725,1018.4,,TRUE,TRUE,,,,,,,OVC,400,,,,,,,LIFR,-2.7,20.0,17.2,,,0.005,,,,,,SPECI,1.0
KPTV 050556Z AUTO 00000KT 10SM CLR 28/14 A2987 RMK AO2 SLP110 T02780144 10406 20278 51020,KPTV,2021-08-05T05:56:00Z,36.02,-119.07,27.8,14.4,0,0,,10.0,29.870079,1011.0,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,2.0,40.6,27.8,,,,,,,,,METAR,132.0
KPTN 050556Z AUTO 00000KT 10SM CLR 23/22 A3003 RMK AO2 SLP171 6//// T02280222 10289 20228 51010 $,KPTN,2021-08-05T05:56:00Z,29.72,-91.33,22.8,22.2,0,0,,10.0,30.029528,1017.1,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,1.0,28.9,22.8,,,,,,,,,SPECI,2.0
KPSM 050556Z 01004KT 3SM RA BR SCT007 BKN026 OVC034 18/16 A3016 RMK AO2A SLP216 P0011 60011 T01750163 10200 20175 57021,KPSM,2021-08-05T05:56:00Z,43.08,-70.82,17.5,16.3,10,4,,3.0,30.159449,1021.6,,,TRUE,,,,,,RA BR,SCT,700,BKN,2600,OVC,3400,,,MVFR,-2.1,20.0,17.5,,,0.11,,,,,,SPECI,34.0
KPRX 050556Z AUTO 23003KT 10SM BKN080 23/19 A3009 RMK AO2 SLP194 T02280194 10306 20222 403220211 51006,KPRX,2021-08-05T05:56:00Z,33.63,-95.45,22.8,19.4,230,3,,10.0,30.088583,1019.4,,TRUE,TRUE,,,,,,,BKN,8000,,,,,,,VFR,0.6,30.6,22.2,32.2,21.1,,,,,,,METAR,165.0
KPQI 050556Z AUTO 00000KT 9SM CLR 17/17 A3021 RMK AO2 SLP252 T01670167 10194 20161 51005,KPQI,2021-08-05T05:56:00Z,46.68,-68.05,16.7,16.7,0,0,,9.0,30.209646,1025.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.5,19.4,16.1,,,,,,,,,METAR,154.0
KPNM 050556Z AUTO 17005KT 10SM SCT080 23/15 A2998 RMK AO2,KPNM,2021-08-05T05:56:00Z,45.53,-93.6,23.0,15.0,170,5,,10.0,29.97933,,,TRUE,TRUE,,,,,,,SCT,8000,,,,,,,VFR,,,,,,,,,,,,METAR,298.0
KPAM 050556Z AUTO 03004KT 10SM FEW031 OVC070 25/23 A2997 RMK AO2 SLP152 60011 T02450225 10250 20232 403000232 51001 $,KPAM,2021-08-05T05:56:00Z,30.07,-85.57,24.5,22.5,30,4,,10.0,29.970472,1015.2,,TRUE,TRUE,TRUE,,,,,,FEW,3100,OVC,7000,,,,,VFR,0.1,25.0,23.2,30.0,23.2,,,,,,,SPECI,4.0
